DATE,DESTINATION,PAX,AMOUNT,TOTAL,AGENCY
03/03/2023,PPC-JOINER,12,5700,,JUN BURNET
03/03/2023,EN-PRIVATE,9,5500,,JUN BURNET
03/03/2023,EN-PRIVATE,7,4500,,ARMAN
03/03/2023,EN-JOINER,10,4900,,JOSEPH
03/03/2023,TOUR A,2,,2500,CORAZON TRAVEL AND TOURS
03/03/2023,EN-PPC,2,450,900,MARVIN TO FHERL
03/03/2023,EN-PPC,4,500,2000,MILAN
03/03/2023,EN-PPC,2,500,1000,MILAN
03/03/2023,EN-PPC,5,500,2500,MILAN
03/03/2023,PPC-EN,4,500,2000,MILAN
03/03/2023,EN-PPC,2,500,1000,MILAN
03/03/2023,PPC-EN,18,500,9000,MILAN
03/03/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
03/03/2023,PPC-EN,2,500,1000,THUMPS UP
03/03/2023,EN-PPC,2,500,1000,DOUBLEGEM
04/03/2023,PICK ITI,2,500,1000,ONE EL NIDO SUITE
04/03/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
04/03/2023,VELLAGO,1,450,,GFS TRAVELISTA
04/03/2023,PORT.BARTON,1,600,600,DOUBLEGEM
04/03/2023,RODRIGUEZ,5,450,2250,JHEOFREY TO FHERL
04/03/2023,PICK ITI,2,1200,300,VELLAGO
04/03/2023,FRENDZ,2,450,900,FHERL 
04/03/2023,PPC-EN,6,500,3000,MILAN
04/03/2023,EN-PPC,2,500,1000,MILAN
04/03/2023,EN-PPC,2+1,500,1500,MILAN
04/03/2023,EN-PPC,2,PRIVATE,1000,BAYVIEW
04/03/2023,PICK ITI,2,500,1000,MILAN
05/03/2023,PICK ITI,2,PRIVATE,5000,BAYVIEW
05/03/2023,PPC-EN,3,500,1500,MILAN
05/03/2023,EN-PPC,4,500,2000,MILAN
05/03/2023,EN-PPC,4,PRIVATE,1000,BAYVIEW
05/03/2023,PPC-EN,2,5000,,BOGS
06/03/2023,PPC-JOINER,4,500,2000,WE GO TRAVEL AND TOURS
06/03/2023,DROP ITI,2,1200,300,VELLAGO
06/03/2023,EN-PPC,6,500,3000,MILAN
06/03/2023,EN-PPC,2,500,1000,MILAN
06/03/2023,EN-PPC,2,PRIVATE,2000,VELLAGO
06/03/2023,LIME/CHARLOTTE,3,450,1350,FHERL
06/03/2023,PICK ITI,2,500,1000,MILAN
06/03/2023,EN-PPC,2,450,900,FHERL
07/03/2023,EN-PPC,2,PRIVATE,2000,VELLAGO
07/03/2023,PPC-EN,4,500,2000,MILAN
07/03/2023,EN-PPC,4,500,2000,THUMPS UP
07/03/2023,EN-PPC,1,500,500,MILAN
07/03/2023,PPC-EN,2,500,1000,MILAN
07/03/2023,PICK ITI,2,charge-900,,VELLAGO
07/03/2023,PPC-EN,12+1,PRIVATE,5000,MILAN
07/03/2023,PPC-EN,4,500,2000,MILAN
07/03/2023,PPC-EN,5,500,2500,MILAN
08/03/2023,EN-PPC,2,1200,300,VELLAGO
08/03/2023,PPC-EN,2,500,1000,MILAN
08/03/2023,SEDA-MARBERS,6,PRIVATE,1000,CORAZON TRAVEL AND TOURS
08/03/2023,PPC-EN DARWIN,1,450,450,ROLANDO aka INSTEK
08/03/2023,FRENDZ,1,450,450,FHERL 
08/03/2023,EN-SAN VICENTE,15+1,PRIVATE,6000,MILAN
08/03/2023,PPC-EN,3,500,1500,MILAN
08/03/2023,PPC-EN,2,500,1000,MILAN
08/03/2023,EN-PPC,2,500,1000,MILAN
08/03/2023,DROP ITI,2,500,1000,MILAN
08/03/2023,EN-PPC,2,PRIVATE,5000,CORAZON TRAVEL AND TOURS
08/03/2023,PICK ITI,3,450,1350,GFS TO ALEXIS
09/03/2023,PICK -ITI,2,450,900,MARVIN TO FHERL
09/03/2023,PPC-EN,8,500,4000,MILAN
09/03/2023,PPC-EN,1,450,450,FHERL
09/03/2023,DROP ITI,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
09/03/2023,EN-PPC,2,500,1000,FRENDZ
09/03/2023,PPC-EN,4+2,500,2500,MILAN
09/03/2023,EN-PPC,2,500,1000,MILAN
09/03/2023,EN-PPC,7,500,3500,MILAN
09/03/2023,DROP ITI,3,450,1350,FHERL TO TRIPI
09/03/2023,EN-PPC,2,500,1000,MILAN
09/03/2023,EN-PPC,2,1000,,ARMAN
09/03/2023,EN-JOINER,3,500,1500,MILAN
10/03/2023,EN-PPC,2,1200,300,VELLAGO
10/03/2023,PPC-EN,2,500,1000,MILAN
10/03/2023,PPC-EN,2,500,1000,MILAN
10/03/2023,EN-PPC,12+1,PRIVATE,5000,MILAN
10/03/2023,PPC-EN,2,500,1000,WE GO TRAVEL AND TOURS
10/03/2023,PICK ITI,1,PRIVATE,1000,BAYVIEW
10/03/2023,DROP ITI,4,500,2000,MILAN
10/03/2023,EN-PPC,2,1200,300,VELLAGO
11/03/2023,PPC-EN,6,PRIVATE,5000,ELNIDO BAYVIEW RESORT
11/03/2023,EN-PPC,2,7000,2000,VELLAGO
11/03/2023,EN-PPC,1,500,500,MILAN
11/03/2023,PPC-PRIVATE,6,5000,5168,BOGS
11/03/2023,EN-PRIVATE,8,5000,,BOGS
11/03/2023,PPC-ALOCASIA,4,450,1800,RONEL
11/03/2023,EN-PPC,11,PRIVATE,5000,MILAN
11/03/2023,PPC-EN,3,500,1500,MILAN
11/03/2023,EN-PPC,2,500,1000,MILAN
11/03/2023,DROP ITI,2,500,1000,ELNIDO BAYVIEW RESORT
11/03/2023,PICK ITI,19,PRIVATE,10000,MILAN
11/03/2023,,2,PRIVATE,1000,BAYVIEW
11/03/2023,EN-PPC,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
12/03/2023,PPC-EN,5,PRIVATE,1000,BAYVIEW
12/03/2023,ANGELIC,2,450,900,JHEOFREY TO FHERL
12/03/2023,DROP ITI,2,1200,300,VELLAGO
12/03/2023,EN-PPC,4,500,2000,MILAN
12/03/2023,EN-PVT/WT CITY TOUR,11,6800,,BOGS
12/03/2023,  ,7+1,500,3500,MILAN
12/03/2023,EN-PPC,5,500,2500,MILAN
12/03/2023,EN-PPC,3+1,500,1500,MILAN
12/03/2023,PPC-EN,2,500,1000,MILAN
12/03/2023,PPC-EN,2,500,1000,BAYVIEW
12/03/2023,PPC-EN,4,500,2000,MILAN
12/03/2023,PPC-EN,6,PRIVATE,600,DOUBLEGEM
12/03/2023,PIER,2,5000,4773,DA ROCK
12/03/2023,PPC-PRIVATE,3,450,1350,GFS TRAVELISTA
01/04/2023,PICK ITI,4,500,2000,DOUBLEGEM
01/04/2023,DROP ITI,2,1200,300,VELLAGO
01/04/2023,PPC-EN,9,500,4500,MILAN
01/04/2023,PPC-JOINER,11,5400,5500,BOGS
01/04/2023,2 ITI,13,2000,,BOGS
01/04/2023,EN-PPC,3,500,1500,FRENDZ
01/04/2023,EN-PPC,4,500,2000,MILAN
01/04/2023,PPC-EN,2,500,1000,CORAZON TRAVEL AND TOURS
01/04/2023,JURIAS,1,5000,5015,BOGS
01/04/2023,EN-JOINER,2,450,900,GFS TRAVELISTA
01/04/2023,MARK,12+1,5000,15035,BOGS
02/04/2023,EN-JOINER,1,450,450,TARAWIS
02/04/2023,SAN JOSE,2,550,1100,FHERL
02/04/2023,TAYTAY-LIME,7 VANS,PRIVATE,3000,FHERL
02/04/2023,EN-PPC,11,PRIVATE,6000,BAYVIEW
02/04/2023,FRENDZ,1,450,450,GFS TRAVELISTA
02/04/2023,EN-PPC,2,500,1000,DOUBLEGEM
02/04/2023,PPC-EN,2,7000,2000,VELLAGO
02/04/2023,PPC-EN,2,500,1000,MILAN
02/04/2023,INLAND,11+1,4000,,BOGS
02/04/2023,TAYTAY-LIME,7 VANS,3500,,BOGS
02/04/2023,EN-PRIVATE,9,6000,,ARMAN
02/04/2023,PPC-PRIVATE,6,4500,5200,ARMAN
02/04/2023,DROP ITI,5,PRIVATE,1000,CORAZON TRAVEL AND TOURS
02/04/2023,PPC-EN IVY,1,450,450,ROLANDO aka INSTEK
02/04/2023,PPC-EN,2,450,900,GFS TO MAYMAY
02/04/2023,FRENDZ,3,450,1350,FHERL 
02/04/2023,EN-PPC,8,PRIVATE,5000,MILAN
02/04/2023,PICK ITI,2,450,900,RONEL
02/04/2023,EN-PPC,4,450,1800,PASAKAY NI VINCENT
02/04/2023,MILAN,4,500,2000,ROCK VIEW
02/04/2023,DROP ITI,11,5150,,JUN BURNET
03/04/2023,EN-JOINER,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
03/04/2023,EN-PPC,2,500,1000,BAYVIEW
03/04/2023,EN-PPC,2,500,1000,MILAN
03/04/2023,EN-PPC,3,500,1500,MILAN
03/04/2023,EN-PPC,12+2,PRIVATE,5000,MILAN
03/04/2023,EN-PPC,3,500,1500,BAYVIEW
03/04/2023,EN-PPC,2,1200,300,VELLAGO
04/04/2023,EN-PPC,1,450,450,JHEOFREY TO FHERL
04/04/2023,DROP ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
04/04/2023,EN-PPC,2,500,1000,FRENDZ
04/04/2023,DROP ITI,1,charge -900,,VELLAGO
04/04/2023,EN-PPC,4,500,2000,MILAN
04/04/2023,DROP-ITI,2,1200,300,VELLAGO
05/04/2023,EN-PPC,2,charge-900,,VELLAGO
05/04/2023,PICK ITI,2,1200,300,VELLAGO
05/04/2023,EN-PPC,5,500,2500,MILAN
05/04/2023,EN-PPC,10,5200,5470,ARMAN
06/04/2023,PPC-EN,1,500,500,THUMPS UP
06/04/2023,PPC-EN,2,450,900,FHERL 
06/04/2023,ENVI/LAGOON FEE,4,500,2000,MILAN
07/04/2023,ENVI/LAGOON FEE,10,PRIVATE,5000,MILAN
07/04/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
07/04/2023,EN-PPC,2,500,1000,BAYVIEW
07/04/2023,PPC-EN,2,500,1000,MILAN
07/04/2023,PICK ITI,5,500,2500,MILAN
07/04/2023,MILAN,2,PRIVATE,5000,BAYVIEW
07/04/2023,PPC-EN,2,450,900,PASAKAY NI VINCENT
07/04/2023,PPC-EN,2,500,1000,MILAN
08/04/2023,DROP ITI,1,1200,300,VELLAGO
08/04/2023,PPC-EN,2+1,500,1000,MILAN
08/04/2023,EN-PPC,4,500,2100,CORAZON TRAVEL AND TOURS
08/04/2023,EN-PPC,2,500,1000,BAYVIEW
08/04/2023,EN-PPC,1,500,500,FRENDZ
08/04/2023,EN-PPC,1,500,500,FRENDZ
08/04/2023,VINCENT,4,450,1800,PASAKAY NI VINCENT
08/04/2023,DROP ITI,2,1200,300,VELLAGO
08/04/2023,EN-PPC,2,500,1000,MILAN
08/04/2023,PPC-EN,6,500,3000,MILAN
08/04/2023,EN-PPC,10+2,PRIVATE,5000,MILAN
08/04/2023,DROP ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
08/04/2023,EN-PPC,9,500,4500,MILAN
08/04/2023,EN-PPC,2,PRIVATE,ALEX,BAYVIEW
08/04/2023,PPC-EN,2,1200,300,VELLAGO
09/04/2023,EN-PPC,2,1200,300,VELLAGO
09/04/2023,PPC-EN,2,500,1000,MILAN
09/04/2023,ROCKVIEW,2,450,900,FHERL
09/04/2023,EN-PPC,2,450,900,FHERL TO TRIPI
09/04/2023,PICK ITI,6+2,500,3000,MILAN
09/04/2023,PICK ITI,12,6000,,ARMAN
09/04/2023,PPC-JOINER,2,500,1000,ONE EL NIDO SUITE
10/04/2023,DROP ITI,2,450,900,JHEOFREY TO FHERL
10/04/2023,DROP ITI,2,1200,300,VELLAGO
10/04/2023,PPC-EN,2,500,1000,MILAN
10/04/2023,MILAN,2,450,900,FHERL
10/04/2023,DROP ITI,2,PRIVATE,ALEX,BAYVIEW
10/04/2023,EN-PPC,7,500,3500,MILAN
10/04/2023,PPC-EN,2,1200,300,VELLAGO
10/04/2023,PPC-EN,2,PRIVATE,1000,BAYVIEW
10/04/2023,EN-PPC,2,500,1000,BAYVIEW
10/04/2023,PICK ITI,6,500,3000,MILAN
11/04/2023,EN-PPC,15,PRIVATE,6000,MILAN
11/04/2023,EN-PPC,4,500,2000,CASA HENERAL
11/04/2023,PPC-PRIVATE,3,5000,5100,BOGS
11/04/2023,EN-PPC,1,500,500,FRENDZ
11/04/2023,EN-PPC,1,500,500,FRENDZ
11/04/2023,PICK ITI,2,1200,300,VELLAGO
11/04/2023,PPC-EN,2,500,1000,MILAN
11/04/2023,EN-PPC,4,500,2000,MILAN
11/04/2023,PICK ITI,2,1200,300,VELLAGO
11/04/2023,PPC-EN,NONE,,,BOGS
11/04/2023,PPC-EN,2,500,1000,BAYVIEW
11/04/2023,S.TOWER,5,500,2500,MILAN
12/04/2023,PPC-JOINER,2,PRIVATE,1000,BAYVIEW
12/04/2023,RODRIGUEZ,2,450,900,JHEOFREY TO FHERL
12/04/2023,PICK ITI,2,1200,300,VELLAGO
12/04/2023,PPC-EN,5,500,2500,MILAN
12/04/2023,EN-PPC,2,500,1000,ROCK VIEW
12/04/2023,EN-PPC,1,500,500,FRENDZ
12/04/2023,AMAKAN,2,450,900,FHERL TO MARVIN
12/04/2023,,4,450,1800,ELME
12/04/2023,EN-PPC,5,PRIVATE,5000,CORAZON TRAVEL AND TOURS
12/04/2023,EN-PPC,6,PRIVATE,600,DOUBLEGEM
12/04/2023,PPC-EN,06-Jan,4500,,JUN BURNET
12/04/2023,EN-PRIVATE,2,1200,300,VELLAGO
01/05/2023,PPC-EN,14+2,PRIVATE,7500,MILAN
01/05/2023,,,,12258,CORAZON TRAVEL AND TOURS
01/05/2023,PPC-EN,4,PRIVATE,6000,BAYVIEW
01/05/2023,PICK ITI,2,1200,300,VELLAGO
01/05/2023,EN-PPC,2,500,1000,MILAN
01/05/2023,EN-PRIVATE,2,5000,,BOGS
01/05/2023,PPC-PRIVATE,2,6500,6525,BOGS
01/05/2023,EN-PPC,1,550,550, ST.JOHN
01/05/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
01/05/2023,EN-PPC,12,PRIVATE,6000,BAYVIEW
01/05/2023,EN-PPC,1,500,500,FRENDZ
01/05/2023,DROP SEDA,2,1200,300,VELLAGO
01/05/2023,PICK ITI,2,1200,300,VELLAGO
01/05/2023,EN-PPC,10,PRIVATE,5000,MILAN
01/05/2023,EN-PPC,4,500,2000,MILAN
01/05/2023,EN-PPC,4,500,2000,MILAN
01/05/2023,PPC-EN,3,500,1500,MILAN
01/05/2023,EN-PPC,6,500,3000,MILAN
01/05/2023,EN-PPC,13,500,6500,MILAN
01/05/2023,EN-PPC,7,500,3500,MILAN
01/05/2023,PPC-EN,9,4600,,BOGS
01/05/2023,DALUYON,2,450,900,GFS TO ALEXIS
01/05/2023,EN-PPC,8,3900,,BOGS
02/05/2023,EN-JOINER,3,500,1500,MILAN
02/05/2023,EN-PPC,3,450,1350,JHEOFREY TO FHERL
02/05/2023,DROP ITI,5,PRIVATE,1000, ST.JOHN
02/05/2023,PPC-EN,6,PRIVATE,5000,CORAZON TRAVEL AND TOURS
02/05/2023,LIME-H.HOTEL,7 VANS,PRIVATE,600,FHERL
02/05/2023,DROP ITI,4,PRIVATE,1000,BAYVIEW
02/05/2023,EN-PPC,3,450,1350,ROLANDO aka INSTEK
02/05/2023,ALOCASIA,4,450,1800,RONEL
02/05/2023,PPC-EN,5,450,2250,PASAKAY NI VINCENT
02/05/2023,MILAN,1,450,450,GFS TRAVELISTA
02/05/2023,EN-PPC,2,500,1000,DOUBLEGEM
02/05/2023,DROP ITI,2,1200,300,VELLAGO
02/05/2023,PPC-EN,1,500,500,MILAN
02/05/2023,DROP ITI,4,1000,,BOGS
02/05/2023,LIME-H HOTEL,7 VANS,1200,,BOGS
02/05/2023,ST.JOHN-O,2,600,,BOGS
02/05/2023,EN-JOINER,12,5800,,ARMAN
02/05/2023,PPC-JOINER,11,5100,5000,JOSEPH
02/05/2023,PPC-EN,6,500,3000,ONE EL NIDO SUITE
02/05/2023,EN-PPC,3,500,1500,BAYVIEW
02/05/2023,EN-PPC,2,500,1000,MILAN
02/05/2023,CITY TOUR,3,500,1500,FRENDZ
02/05/2023,PPC-EN,2,450,900,FHERL
02/05/2023,TERRA,4,PRIVATE,1000,BAYVIEW
02/05/2023,EN-PPC,8,3800,5150,JUN BURNET
03/05/2023,EN-PRIVATE,6,700,4200,DMC TRAVCON TRAVEL AND TOURS
03/05/2023,EN-PPC,1,500,500,FRENDZ
03/05/2023,EN-PPC,2,500,1000,MILAN
03/05/2023,EN-PPC,8,500,4000,MILAN
03/05/2023,PPC-EN,4,500,2000,MILAN
03/05/2023,EN-PPC,4,PRIVATE,2000,BAYVIEW
03/05/2023,EN-PPC,11+3,PRIVATE,6000,MILAN
04/05/2023,PPC-EN V/V,2,450,900,JHEOFREY TO FHERL
04/05/2023,EN-PPC,1,500,500,THUMPS UP
04/05/2023,EN-PPC,3,PRIVATE,5000,BAYVIEW
04/05/2023,PPC-EN,8,500,4000,MILAN
04/05/2023,EN-PPC,2,500,1000,MILAN
04/05/2023,EN-PPC,2,500,1000,MILAN
05/05/2023,PPC-EN,2,PRIVATE,2000,VELLAGO
05/05/2023,EN-PPC,1,500,500,FRENDZ
05/05/2023,EN-PPC,1,500,500,FRENDZ
05/05/2023,PICK ITI,2,PRIVATE,1000,MILAN
05/05/2023,EN-PPC,1,500,500,MILAN
05/05/2023,PICK ITI,4,450,,FHERL
06/05/2023,PPC-EN,2,1200,300,VELLAGO
06/05/2023,EN-PPC,4,500,2000,ONE EL NIDO SUITE
06/05/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
06/05/2023,EN-PPC,4 +2,400+200,1800,DMC TRAVCON TRAVEL AND TOURS
06/05/2023,DROP-ITI,2,400,800,DMC TRAVCON TRAVEL AND TOURS
07/05/2023,TOUR A,3,500,1500,MILAN
07/05/2023,EN-PPC,2,500,1000,MILAN
07/05/2023,PPC-EN,4,450,1800,FHERL TO ANSLEY
07/05/2023,EN-PPC,2,500,1000,MILAN
07/05/2023,DROP ITI,2,450,900,GFS TO MAYMAY
07/05/2023,EN-PPC,4,1600,500,VELLAGO
08/05/2023,PPC-EN,11,PRIVATE,5000,MILAN
08/05/2023,TO HUNI LIO,1,PRIVATE,1000,CORAZON TRAVEL AND TOURS
08/05/2023,EN-PPC,2,500,1000,MILAN
08/05/2023,PPC-EN,9,PRIVATE,5000,MILAN
08/05/2023,PPC-EN,2,500,1000,MILAN
08/05/2023,PPC-EN,2,450,900,RONEL
08/05/2023,PPC-EN,4,500,2000,MILAN
09/05/2023,EN-PPC,5,450,2250,MARVIN TO FHERL
09/05/2023,EN-PPC,2,450,900,FHERL TO MARVIN
09/05/2023,DROP ITI,2,1200,300,VELLAGO
09/05/2023,PPC-EN,2,500,1000,MILAN
09/05/2023,PPC-EN,2,450,,FHERL
09/05/2023,EN-PPC,,,,FHERL TO TRIPI
09/05/2023,PPC-EN,6,500,3000,MILAN
09/05/2023,EN-PPC,1,500,500,MILAN
09/05/2023,PPC-EN,2,1200,300,VELLAGO
